mean_line_slope_log,mean_line_slope_body,start_body_size,end_body_size,percent_change_body,taxon,n_users_sampled,replicate
-0.1542620462812995,-40.81758198629797,174.9703260659765,129.1686306553931,-26.176836061511853,Birds,50,77
-0.10025443362724293,-44.915804314403374,167.91465534788264,117.17482077189655,-30.217633160645917,Birds,50,78
-0.08633459441860833,-28.310722290612414,168.53179559265467,139.07398271836948,-17.479083261822847,Birds,50,79
-0.048098284674337743,-9.166379657366582,156.35025436242935,145.3031457422025,-7.065616020437671,Birds,50,80
-0.12167028231852035,-50.92649470402531,206.606119413761,151.44601391181175,-26.698195415733327,Birds,50,81
-0.16592733307192534,-56.94908572072023,185.7542960430528,123.95235779236354,-33.27079888174712,Birds,50,82
-0.07164465143931832,-40.224981562107644,159.216078106277,116.3586738203052,-26.917761570137667,Birds,50,83
-0.1968893025450245,-82.38352760690849,192.4242237350246,104.78365701413504,-45.54549579037093,Birds,50,84
-0.06613105971684935,-15.825362293046211,173.3370785162647,153.32152196834704,-11.547186971908928,Birds,50,85
-0.02396732775158395,-18.780615374255294,166.74498476146286,143.67979826066772,-13.832611837646002,Birds,50,86
-0.043721942769755516,-8.057446977415836,146.73516336347421,138.22192775424884,-5.8017692651743165,Birds,50,87
-0.07647652475039776,-20.59122663356036,135.21077449826896,113.6398960487292,-15.953520368168528,Birds,50,88
-0.2172861316906856,-101.16497724310001,225.12849336956344,110.95607469842454,-50.7143351613504,Birds,50,89
-0.05183950660686735,-15.910093814838742,152.26566820783543,135.74314788550177,-10.85111339726379,Birds,50,90
-0.13113663082330884,-48.20156861659968,201.00512863960134,143.40679426025523,-28.655156596834363,Birds,50,91
-0.1260616484892398,-32.929508712223026,156.40324033087174,121.18321557310009,-22.518730867252835,Birds,50,92
-0.04685723595436886,-6.939616342183329,144.2890924325656,135.5231552840166,-6.075259744700256,Birds,50,93
-0.07463919903095913,-10.810406258115991,155.7912361591133,142.5914647027649,-8.472730419102115,Birds,50,94
-0.09207595044264236,-19.57033823527101,151.97206689847354,132.20666920944984,-13.005941218282025,Birds,50,95
-0.07797196974773732,-34.563845133718026,185.71260442132197,146.00485671743124,-21.381288484763626,Birds,50,96
-0.03090520938960392,-18.250721942381816,150.85263518178667,132.66745744098688,-12.054928784562192,Birds,50,97
-0.0888619452762081,-25.418739949287843,188.13578285411754,159.41774706200252,-15.26452616107765,Birds,50,98
-0.056599018599542666,-21.296528600772522,162.2218890320395,139.28169719613476,-14.14124319029103,Birds,50,99
-0.03411228960832552,-20.87120971955894,160.0968451665113,132.72079259641356,-17.099682721183427,Birds,50,100
-0.1730823657824043,-47.78150327477751,170.34249530609438,119.33064472015114,-29.946638091850343,Birds,75,1
-0.2004044037254868,-66.38023590189331,195.64973949278925,120.32487713899596,-38.499853129919146,Birds,75,2
